"","country","v185","v186","v187"
"22506","Azerbaijan",6,7,9
"22507","Azerbaijan",6,7,5
"22508","Azerbaijan",1,3,4
"22509","Azerbaijan",1,3,4
"22510","Azerbaijan",6,7,7
"22511","Azerbaijan",2,1,1
"22512","Azerbaijan",6,7,8
"22513","Azerbaijan",10,10,10
"22514","Azerbaijan",1,1,3
"22515","Azerbaijan",1,3,5
"22516","Azerbaijan",7,8,9
"22517","Azerbaijan",1,3,4
"22518","Azerbaijan",8,6,10
"22519","Azerbaijan",8,9,10
"22520","Azerbaijan",5,8,9
"22521","Azerbaijan",1,2,1
"22522","Azerbaijan",10,10,10
"22523","Azerbaijan",6,8,6
"22524","Azerbaijan",7,8,9
"22525","Azerbaijan",1,2,2
"22526","Azerbaijan",6,8,6
"22527","Azerbaijan",1,6,7
"22528","Azerbaijan",7,8,9
"22529","Azerbaijan",9,9,10
"22530","Azerbaijan",1,4,8
"22531","Azerbaijan",7,8,9
"22532","Azerbaijan",7,9,8
"22533","Azerbaijan",6,6,6
"22534","Azerbaijan",6,6,6
"22535","Azerbaijan",10,6,6
"22536","Azerbaijan",10,5,-1
"22537","Azerbaijan",6,6,6
"22538","Azerbaijan",5,5,5
"22539","Azerbaijan",10,-1,6
"22540","Azerbaijan",10,10,10
"22541","Azerbaijan",7,-1,-1
"22542","Azerbaijan",1,-1,1
"22543","Azerbaijan",7,-1,-1
"22544","Azerbaijan",-1,-1,-1
"22545","Azerbaijan",5,7,8
"22546","Azerbaijan",10,-1,-1
"22547","Azerbaijan",6,6,6
"22548","Azerbaijan",8,6,8
"22549","Azerbaijan",10,10,10
"22550","Azerbaijan",4,4,6
"22551","Azerbaijan",10,10,7
"22552","Azerbaijan",10,10,10
"22553","Azerbaijan",8,10,10
"22554","Azerbaijan",7,7,7
"22555","Azerbaijan",10,10,4
"22556","Azerbaijan",5,5,5
"22557","Azerbaijan",10,7,7
"22558","Azerbaijan",-1,-1,-1
"22559","Azerbaijan",7,9,8
"22560","Azerbaijan",3,-1,-1
"22561","Azerbaijan",5,5,5
"22562","Azerbaijan",-1,-1,-1
"22563","Azerbaijan",10,10,10
"22564","Azerbaijan",10,10,10
"22565","Azerbaijan",10,10,10
"22566","Azerbaijan",6,7,7
"22567","Azerbaijan",-1,-1,-1
"22568","Azerbaijan",7,8,7
"22569","Azerbaijan",8,7,7
"22570","Azerbaijan",8,8,7
"22571","Azerbaijan",4,3,4
"22572","Azerbaijan",8,7,6
"22573","Azerbaijan",2,1,4
"22574","Azerbaijan",2,3,2
"22575","Azerbaijan",8,7,8
"22576","Azerbaijan",2,2,3
"22577","Azerbaijan",9,7,5
"22578","Azerbaijan",8,7,6
"22579","Azerbaijan",8,5,2
"22580","Azerbaijan",2,1,2
"22581","Azerbaijan",5,6,5
"22582","Azerbaijan",8,9,7
"22583","Azerbaijan",2,1,2
"22584","Azerbaijan",1,2,3
"22585","Azerbaijan",6,5,7
"22586","Azerbaijan",3,4,3
"22587","Azerbaijan",8,9,8
"22588","Azerbaijan",9,8,9
"22589","Azerbaijan",3,2,1
"22590","Azerbaijan",8,9,9
"22591","Azerbaijan",8,9,7
"22592","Azerbaijan",9,8,7
"22593","Azerbaijan",9,7,6
"22594","Azerbaijan",8,7,9
"22595","Azerbaijan",3,2,3
"22596","Azerbaijan",3,2,4
"22597","Azerbaijan",5,4,6
"22598","Azerbaijan",8,9,8
"22599","Azerbaijan",3,2,2
"22600","Azerbaijan",5,4,6
"22601","Azerbaijan",8,7,9
"22602","Azerbaijan",8,9,8
"22603","Azerbaijan",1,2,3
"22604","Azerbaijan",2,1,2
"22605","Azerbaijan",8,7,9
"22606","Azerbaijan",5,4,6
"22607","Azerbaijan",3,4,4
"22608","Azerbaijan",8,6,7
"22609","Azerbaijan",8,7,9
"22610","Azerbaijan",3,2,1
"22611","Azerbaijan",2,1,2
"22612","Azerbaijan",8,7,7
"22613","Azerbaijan",2,1,2
"22614","Azerbaijan",9,7,6
"22615","Azerbaijan",5,6,7
"22616","Azerbaijan",5,6,4
"22617","Azerbaijan",8,9,7
"22618","Azerbaijan",3,3,4
"22619","Azerbaijan",2,1,4
"22620","Azerbaijan",8,9,8
"22621","Azerbaijan",2,1,2
"22622","Azerbaijan",8,6,7
"22623","Azerbaijan",7,8,8
"22624","Azerbaijan",1,4,3
"22625","Azerbaijan",3,3,2
"22626","Azerbaijan",5,6,4
"22627","Azerbaijan",8,7,8
"22628","Azerbaijan",8,9,7
"22629","Azerbaijan",8,6,8
"22630","Azerbaijan",8,7,9
"22631","Azerbaijan",7,6,6
"22632","Azerbaijan",2,1,3
"22633","Azerbaijan",4,5,5
"22634","Azerbaijan",3,4,5
"22635","Azerbaijan",8,8,9
"22636","Azerbaijan",7,6,7
"22637","Azerbaijan",6,8,8
"22638","Azerbaijan",2,4,3
"22639","Azerbaijan",4,3,4
"22640","Azerbaijan",5,4,6
"22641","Azerbaijan",3,2,7
"22642","Azerbaijan",8,7,2
"22643","Azerbaijan",3,3,4
"22644","Azerbaijan",2,2,4
"22645","Azerbaijan",2,2,2
"22646","Azerbaijan",9,2,3
"22647","Azerbaijan",4,4,5
"22648","Azerbaijan",4,4,5
"22649","Azerbaijan",5,3,7
"22650","Azerbaijan",6,2,7
"22651","Azerbaijan",2,1,3
"22652","Azerbaijan",4,3,4
"22653","Azerbaijan",2,2,2
"22654","Azerbaijan",4,3,6
"22655","Azerbaijan",3,1,4
"22656","Azerbaijan",2,1,3
"22657","Azerbaijan",3,3,5
"22658","Azerbaijan",2,2,6
"22659","Azerbaijan",2,7,10
"22660","Azerbaijan",8,7,5
"22661","Azerbaijan",6,7,5
"22662","Azerbaijan",8,9,-1
"22663","Azerbaijan",7,7,10
"22664","Azerbaijan",8,5,8
"22665","Azerbaijan",8,7,7
"22666","Azerbaijan",9,9,7
"22667","Azerbaijan",6,2,7
"22668","Azerbaijan",7,9,9
"22669","Azerbaijan",10,7,9
"22670","Azerbaijan",8,9,8
"22671","Azerbaijan",9,7,10
"22672","Azerbaijan",8,7,-1
"22673","Azerbaijan",-1,-1,-1
"22674","Azerbaijan",10,2,10
"22675","Azerbaijan",10,10,10
"22676","Azerbaijan",8,9,8
"22677","Azerbaijan",10,8,10
"22678","Azerbaijan",10,6,9
"22679","Azerbaijan",7,8,6
"22680","Azerbaijan",6,8,-1
"22681","Azerbaijan",7,5,5
"22682","Azerbaijan",7,8,6
"22683","Azerbaijan",9,7,10
"22684","Azerbaijan",6,7,7
"22685","Azerbaijan",8,8,5
"22686","Azerbaijan",7,7,-1
"22687","Azerbaijan",7,7,-1
"22688","Azerbaijan",8,10,5
"22689","Azerbaijan",6,9,8
"22690","Azerbaijan",7,6,7
"22691","Azerbaijan",6,9,7
"22692","Azerbaijan",6,6,-1
"22693","Azerbaijan",10,8,-1
"22694","Azerbaijan",7,5,-1
"22695","Azerbaijan",4,7,6
"22696","Azerbaijan",7,7,-1
"22697","Azerbaijan",10,10,10
"22698","Azerbaijan",8,5,-1
"22699","Azerbaijan",8,10,5
"22700","Azerbaijan",5,5,-1
"22701","Azerbaijan",5,5,5
"22702","Azerbaijan",6,8,8
"22703","Azerbaijan",6,5,7
"22704","Azerbaijan",6,4,6
"22705","Azerbaijan",7,5,5
"22706","Azerbaijan",7,8,7
"22707","Azerbaijan",7,7,8
"22708","Azerbaijan",-1,7,-1
"22709","Azerbaijan",6,-1,8
"22710","Azerbaijan",2,7,1
"22711","Azerbaijan",8,6,-1
"22712","Azerbaijan",7,-1,-1
"22713","Azerbaijan",6,6,7
"22714","Azerbaijan",8,10,5
"22715","Azerbaijan",5,-1,7
"22716","Azerbaijan",5,5,-1
"22717","Azerbaijan",8,-1,7
"22718","Azerbaijan",8,7,6
"22719","Azerbaijan",8,6,8
"22720","Azerbaijan",5,7,5
"22721","Azerbaijan",8,7,-1
"22722","Azerbaijan",8,6,6
"22723","Azerbaijan",5,5,-1
"22724","Azerbaijan",10,-1,5
"22725","Azerbaijan",5,6,5
"22726","Azerbaijan",9,7,8
"22727","Azerbaijan",10,7,-1
"22728","Azerbaijan",8,-1,-1
"22729","Azerbaijan",7,8,9
"22730","Azerbaijan",5,4,5
"22731","Azerbaijan",8,9,10
"22732","Azerbaijan",8,10,10
"22733","Azerbaijan",4,6,5
"22734","Azerbaijan",6,9,8
"22735","Azerbaijan",3,10,9
"22736","Azerbaijan",4,8,8
"22737","Azerbaijan",6,9,9
"22738","Azerbaijan",2,4,4
"22739","Azerbaijan",4,6,9
"22740","Azerbaijan",7,9,9
"22741","Azerbaijan",7,9,9
"22742","Azerbaijan",7,8,9
"22743","Azerbaijan",6,8,9
"22744","Azerbaijan",3,9,8
"22745","Azerbaijan",5,7,8
"22746","Azerbaijan",8,9,9
"22747","Azerbaijan",5,8,9
"22748","Azerbaijan",7,9,10
"22749","Azerbaijan",4,8,9
"22750","Azerbaijan",6,10,10
"22751","Azerbaijan",3,9,9
"22752","Azerbaijan",5,7,8
"22753","Azerbaijan",8,9,8
"22754","Azerbaijan",8,10,9
"22755","Azerbaijan",6,8,8
"22756","Azerbaijan",6,7,8
"22757","Azerbaijan",7,6,8
"22758","Azerbaijan",1,4,9
"22759","Azerbaijan",9,10,10
"22760","Azerbaijan",2,6,8
"22761","Azerbaijan",7,9,9
"22762","Azerbaijan",2,7,9
"22763","Azerbaijan",8,10,10
"22764","Azerbaijan",7,9,9
"22765","Azerbaijan",6,8,8
"22766","Azerbaijan",2,9,9
"22767","Azerbaijan",5,3,7
"22768","Azerbaijan",7,7,10
"22769","Azerbaijan",6,4,7
"22770","Azerbaijan",5,5,7
"22771","Azerbaijan",5,4,9
"22772","Azerbaijan",3,5,7
"22773","Azerbaijan",4,5,7
"22774","Azerbaijan",7,-1,7
"22775","Azerbaijan",9,7,6
"22776","Azerbaijan",6,6,7
"22777","Azerbaijan",8,8,5
"22778","Azerbaijan",3,3,7
"22779","Azerbaijan",8,10,6
"22780","Azerbaijan",8,7,8
"22781","Azerbaijan",7,8,6
"22782","Azerbaijan",3,4,7
"22783","Azerbaijan",5,9,7
"22784","Azerbaijan",4,5,8
"22785","Azerbaijan",4,4,8
"22786","Azerbaijan",5,5,8
"22787","Azerbaijan",5,5,7
"22788","Azerbaijan",5,5,7
"22789","Azerbaijan",5,4,8
"22790","Azerbaijan",5,5,7
"22791","Azerbaijan",5,5,6
"22792","Azerbaijan",5,4,7
"22793","Azerbaijan",3,3,5
"22794","Azerbaijan",5,4,8
"22795","Azerbaijan",4,4,7
"22796","Azerbaijan",3,3,6
"22797","Azerbaijan",4,4,7
"22798","Azerbaijan",4,4,7
"22799","Azerbaijan",4,4,7
"22800","Azerbaijan",10,10,6
"22801","Azerbaijan",5,5,8
"22802","Azerbaijan",5,7,6
"22803","Azerbaijan",10,10,10
"22804","Azerbaijan",3,3,6
"22805","Azerbaijan",5,4,3
"22806","Azerbaijan",3,3,7
"22807","Azerbaijan",4,4,8
"22808","Azerbaijan",8,6,7
"22809","Azerbaijan",4,4,8
"22810","Azerbaijan",4,4,7
"22811","Azerbaijan",8,6,8
"22812","Azerbaijan",8,6,5
"22813","Azerbaijan",5,5,7
"22814","Azerbaijan",3,3,3
"22815","Azerbaijan",5,7,5
"22816","Azerbaijan",2,2,6
"22817","Azerbaijan",6,4,4
"22818","Azerbaijan",5,-1,6
"22819","Azerbaijan",4,3,5
"22820","Azerbaijan",8,5,5
"22821","Azerbaijan",3,3,7
"22822","Azerbaijan",7,6,-1
"22823","Azerbaijan",5,5,7
"22824","Azerbaijan",8,8,-1
"22825","Azerbaijan",4,4,6
"22826","Azerbaijan",5,5,7
"22827","Azerbaijan",7,-1,7
"22828","Azerbaijan",5,5,7
"22829","Azerbaijan",3,6,8
"22830","Azerbaijan",4,4,7
"22831","Azerbaijan",8,-1,6
"22832","Azerbaijan",5,9,8
"22833","Azerbaijan",3,3,6
"22834","Azerbaijan",4,4,6
"22835","Azerbaijan",7,10,7
"22836","Azerbaijan",7,7,5
"22837","Azerbaijan",4,4,7
"22838","Azerbaijan",6,4,7
"22839","Azerbaijan",8,8,8
"22840","Azerbaijan",3,4,-1
"22841","Azerbaijan",5,-1,-1
"22842","Azerbaijan",5,7,7
"22843","Azerbaijan",4,8,8
"22844","Azerbaijan",8,9,9
"22845","Azerbaijan",5,9,8
"22846","Azerbaijan",8,9,9
"22847","Azerbaijan",3,7,7
"22848","Azerbaijan",9,8,8
"22849","Azerbaijan",5,9,8
"22850","Azerbaijan",6,8,8
"22851","Azerbaijan",7,8,9
"22852","Azerbaijan",5,9,8
"22853","Azerbaijan",4,8,8
"22854","Azerbaijan",5,9,8
"22855","Azerbaijan",4,-1,-1
"22856","Azerbaijan",7,9,8
"22857","Azerbaijan",4,6,9
"22858","Azerbaijan",2,2,2
"22859","Azerbaijan",4,4,5
"22860","Azerbaijan",8,8,7
"22861","Azerbaijan",6,-1,-1
"22862","Azerbaijan",8,8,9
"22863","Azerbaijan",7,8,8
"22864","Azerbaijan",7,8,7
"22865","Azerbaijan",5,5,5
"22866","Azerbaijan",3,5,5
"22867","Azerbaijan",8,8,7
"22868","Azerbaijan",7,5,6
"22869","Azerbaijan",8,7,8
"22870","Azerbaijan",8,8,8
"22871","Azerbaijan",5,7,8
"22872","Azerbaijan",5,7,8
"22873","Azerbaijan",3,-1,-1
"22874","Azerbaijan",8,7,-1
"22875","Azerbaijan",7,7,7
"22876","Azerbaijan",6,9,7
"22877","Azerbaijan",7,8,8
"22878","Azerbaijan",5,6,6
"22879","Azerbaijan",4,7,7
"22880","Azerbaijan",5,6,6
"22881","Azerbaijan",5,5,5
"22882","Azerbaijan",5,5,-1
"22883","Azerbaijan",8,8,8
"22884","Azerbaijan",7,7,9
"22885","Azerbaijan",8,8,8
"22886","Azerbaijan",4,7,8
"22887","Azerbaijan",5,8,8
"22888","Azerbaijan",7,8,8
"22889","Azerbaijan",5,4,5
"22890","Azerbaijan",1,2,-1
"22891","Azerbaijan",-1,-1,-1
"22892","Azerbaijan",7,8,9
"22893","Azerbaijan",2,3,3
"22894","Azerbaijan",5,7,8
"22895","Azerbaijan",8,5,8
"22896","Azerbaijan",5,8,9
"22897","Azerbaijan",7,6,6
"22898","Azerbaijan",7,8,8
"22899","Azerbaijan",5,6,8
"22900","Azerbaijan",4,6,7
"22901","Azerbaijan",9,8,8
"22902","Azerbaijan",7,8,8
"22903","Azerbaijan",4,8,8
"22904","Azerbaijan",2,4,-1
"22905","Azerbaijan",7,8,7
"22906","Azerbaijan",3,7,7
"22907","Azerbaijan",4,8,8
"22908","Azerbaijan",5,8,8
"22909","Azerbaijan",6,7,7
"22910","Azerbaijan",8,9,9
"22911","Azerbaijan",7,8,8
"22912","Azerbaijan",8,8,8
"22913","Azerbaijan",7,8,8
"22914","Azerbaijan",6,8,8
"22915","Azerbaijan",7,-1,-1
"22916","Azerbaijan",4,8,7
"22917","Azerbaijan",7,6,5
"22918","Azerbaijan",3,5,7
"22919","Azerbaijan",5,5,8
"22920","Azerbaijan",7,7,8
"22921","Azerbaijan",1,2,2
"22922","Azerbaijan",7,7,8
"22923","Azerbaijan",8,9,8
"22924","Azerbaijan",3,7,8
"22925","Azerbaijan",5,5,8
"22926","Azerbaijan",5,8,8
"22927","Azerbaijan",6,7,7
"22928","Azerbaijan",2,3,3
"22929","Azerbaijan",9,6,6
"22930","Azerbaijan",10,-1,-1
"22931","Azerbaijan",6,6,7
"22932","Azerbaijan",7,-1,-1
"22933","Azerbaijan",7,-1,-1
"22934","Azerbaijan",9,6,6
"22935","Azerbaijan",10,-1,-1
"22936","Azerbaijan",-1,-1,-1
"22937","Azerbaijan",10,-1,-1
"22938","Azerbaijan",7,-1,-1
"22939","Azerbaijan",4,-1,-1
"22940","Azerbaijan",-1,-1,-1
"22941","Azerbaijan",10,-1,-1
"22942","Azerbaijan",6,-1,-1
"22943","Azerbaijan",8,-1,-1
"22944","Azerbaijan",4,-1,-1
"22945","Azerbaijan",8,-1,-1
"22946","Azerbaijan",10,7,-1
"22947","Azerbaijan",7,-1,-1
"22948","Azerbaijan",10,-1,-1
"22949","Azerbaijan",-1,-1,-1
"22950","Azerbaijan",10,7,-1
"22951","Azerbaijan",8,-1,-1
"22952","Azerbaijan",-1,-1,-1
"22953","Azerbaijan",10,-1,-1
"22954","Azerbaijan",8,-1,-1
"22955","Azerbaijan",7,-1,-1
"22956","Azerbaijan",7,-1,-1
"22957","Azerbaijan",7,6,4
"22958","Azerbaijan",6,6,7
"22959","Azerbaijan",7,6,4
"22960","Azerbaijan",9,-1,-1
"22961","Azerbaijan",6,-1,-1
"22962","Azerbaijan",7,-1,-1
"22963","Azerbaijan",9,-1,-1
"22964","Azerbaijan",8,-1,-1
"22965","Azerbaijan",5,8,6
"22966","Azerbaijan",6,4,8
"22967","Azerbaijan",4,3,7
"22968","Azerbaijan",4,5,7
"22969","Azerbaijan",3,2,6
"22970","Azerbaijan",5,6,7
"22971","Azerbaijan",8,6,8
"22972","Azerbaijan",5,5,7
"22973","Azerbaijan",10,4,4
"22974","Azerbaijan",3,9,6
"22975","Azerbaijan",5,6,7
"22976","Azerbaijan",2,2,5
"22977","Azerbaijan",5,4,7
"22978","Azerbaijan",5,5,8
"22979","Azerbaijan",5,4,7
"22980","Azerbaijan",7,5,9
"22981","Azerbaijan",4,5,7
"22982","Azerbaijan",4,5,8
"22983","Azerbaijan",7,4,3
"22984","Azerbaijan",2,3,1
"22985","Azerbaijan",1,2,-1
"22986","Azerbaijan",3,4,6
"22987","Azerbaijan",1,2,1
"22988","Azerbaijan",2,5,5
"22989","Azerbaijan",1,1,1
"22990","Azerbaijan",5,1,1
"22991","Azerbaijan",1,1,5
"22992","Azerbaijan",1,-1,-1
"22993","Azerbaijan",-1,-1,-1
"22994","Azerbaijan",5,6,5
"22995","Azerbaijan",5,1,1
"22996","Azerbaijan",2,5,5
"22997","Azerbaijan",1,1,2
"22998","Azerbaijan",1,1,1
"22999","Azerbaijan",-1,-1,-1
"23000","Azerbaijan",6,4,5
"23001","Azerbaijan",5,4,2
"23002","Azerbaijan",1,1,2
"23003","Azerbaijan",1,2,1
"23004","Azerbaijan",1,1,1
"23005","Azerbaijan",3,5,4
"23006","Azerbaijan",1,5,4
"23007","Azerbaijan",-2,-2,-2
"23008","Azerbaijan",6,2,2
"23009","Azerbaijan",3,5,5
"23010","Azerbaijan",-1,-1,-1
"23011","Azerbaijan",1,3,3
"23012","Azerbaijan",-1,-1,-1
"23013","Azerbaijan",1,2,1
"23014","Azerbaijan",4,5,7
"23015","Azerbaijan",2,4,1
"23016","Azerbaijan",3,2,1
"23017","Azerbaijan",1,3,5
"23018","Azerbaijan",5,4,5
"23019","Azerbaijan",-1,-1,-1
"23020","Azerbaijan",6,-1,-1
"23021","Azerbaijan",8,-1,-1
"23022","Azerbaijan",9,-1,-1
"23023","Azerbaijan",9,-1,-1
"23024","Azerbaijan",9,-1,-1
"23025","Azerbaijan",8,5,-1
"23026","Azerbaijan",9,9,-1
"23027","Azerbaijan",7,-1,-1
"23028","Azerbaijan",10,-1,-1
"23029","Azerbaijan",8,-1,-1
"23030","Azerbaijan",-1,-1,-1
"23031","Azerbaijan",9,-1,-1
"23032","Azerbaijan",8,5,-1
"23033","Azerbaijan",8,-1,-1
"23034","Azerbaijan",8,-1,-1
"23035","Azerbaijan",6,-1,-1
"23036","Azerbaijan",9,-1,-1
"23037","Azerbaijan",7,5,8
"23038","Azerbaijan",8,5,7
"23039","Azerbaijan",10,4,-1
"23040","Azerbaijan",7,-1,-1
"23041","Azerbaijan",9,-1,-1
"23042","Azerbaijan",7,5,5
"23043","Azerbaijan",6,7,8
"23044","Azerbaijan",8,-1,-1
"23045","Azerbaijan",8,7,9
"23046","Azerbaijan",-1,-1,-1
"23047","Azerbaijan",8,5,-1
"23048","Azerbaijan",9,-1,-1
"23049","Azerbaijan",10,-1,-1
"23050","Azerbaijan",7,-1,-1
"23051","Azerbaijan",-1,-1,-1
"23052","Azerbaijan",6,-1,-1
"23053","Azerbaijan",-1,-1,-1
"23054","Azerbaijan",8,6,-1
"23055","Azerbaijan",8,7,6
"23056","Azerbaijan",-1,-1,-1
"23057","Azerbaijan",8,-1,-1
"23058","Azerbaijan",3,4,3
"23059","Azerbaijan",9,-1,-1
"23060","Azerbaijan",-1,-1,-1
"23061","Azerbaijan",4,-1,6
"23062","Azerbaijan",6,6,6
"23063","Azerbaijan",-1,-1,-1
"23064","Azerbaijan",5,5,7
"23065","Azerbaijan",9,8,-1
"23066","Azerbaijan",4,5,4
"23067","Azerbaijan",-1,-1,-1
"23068","Azerbaijan",-1,-1,-1
"23069","Azerbaijan",5,5,9
"23070","Azerbaijan",7,3,3
"23071","Azerbaijan",8,9,5
"23072","Azerbaijan",-1,-1,-1
"23073","Azerbaijan",6,8,6
"23074","Azerbaijan",5,10,6
"23075","Azerbaijan",5,5,7
"23076","Azerbaijan",4,9,7
"23077","Azerbaijan",5,6,8
"23078","Azerbaijan",5,4,7
"23079","Azerbaijan",6,5,8
"23080","Azerbaijan",6,5,8
"23081","Azerbaijan",6,5,8
"23082","Azerbaijan",8,5,9
"23083","Azerbaijan",5,6,8
"23084","Azerbaijan",6,5,8
"23085","Azerbaijan",6,6,8
"23086","Azerbaijan",5,5,6
"23087","Azerbaijan",7,9,6
"23088","Azerbaijan",5,5,8
"23089","Azerbaijan",6,5,7
"23090","Azerbaijan",6,8,7
"23091","Azerbaijan",5,5,7
"23092","Azerbaijan",5,4,7
"23093","Azerbaijan",4,3,7
"23094","Azerbaijan",3,3,6
"23095","Azerbaijan",5,5,8
"23096","Azerbaijan",5,5,7
"23097","Azerbaijan",6,5,7
"23098","Azerbaijan",5,3,7
"23099","Azerbaijan",5,5,7
"23100","Azerbaijan",5,5,8
"23101","Azerbaijan",4,4,6
"23102","Azerbaijan",5,6,7
"23103","Azerbaijan",5,5,8
"23104","Azerbaijan",5,5,8
"23105","Azerbaijan",6,5,8
"23106","Azerbaijan",6,5,7
"23107","Azerbaijan",6,5,7
"23108","Azerbaijan",5,5,7
"23109","Azerbaijan",8,6,-1
"23110","Azerbaijan",5,5,9
"23111","Azerbaijan",5,3,4
"23112","Azerbaijan",5,5,8
"23113","Azerbaijan",6,8,7
"23114","Azerbaijan",7,-1,7
"23115","Azerbaijan",5,6,8
"23116","Azerbaijan",5,5,8
"23117","Azerbaijan",5,5,10
"23118","Azerbaijan",5,4,7
"23119","Azerbaijan",8,8,8
"23120","Azerbaijan",4,4,8
"23121","Azerbaijan",6,5,8
"23122","Azerbaijan",6,8,6
"23123","Azerbaijan",5,4,8
"23124","Azerbaijan",5,6,5
"23125","Azerbaijan",5,3,6
"23126","Azerbaijan",5,6,8
"23127","Azerbaijan",6,7,8
"23128","Azerbaijan",8,7,9
"23129","Azerbaijan",9,7,8
"23130","Azerbaijan",8,7,9
"23131","Azerbaijan",10,9,8
"23132","Azerbaijan",10,9,10
"23133","Azerbaijan",10,9,8
"23134","Azerbaijan",7,9,8
"23135","Azerbaijan",4,7,8
"23136","Azerbaijan",7,8,7
"23137","Azerbaijan",6,6,6
"23138","Azerbaijan",8,9,7
"23139","Azerbaijan",8,9,7
"23140","Azerbaijan",7,8,7
"23141","Azerbaijan",7,8,7
"23142","Azerbaijan",9,7,8
"23143","Azerbaijan",3,9,8
"23144","Azerbaijan",3,8,7
"23145","Azerbaijan",5,7,8
"23146","Azerbaijan",5,6,8
"23147","Azerbaijan",8,8,8
"23148","Azerbaijan",7,6,6
"23149","Azerbaijan",9,8,7
"23150","Azerbaijan",8,9,7
"23151","Azerbaijan",8,7,9
"23152","Azerbaijan",8,8,7
"23153","Azerbaijan",9,8,9
"23154","Azerbaijan",7,8,9
"23155","Azerbaijan",6,5,7
"23156","Azerbaijan",7,8,7
"23157","Azerbaijan",8,9,7
"23158","Azerbaijan",7,8,9
"23159","Azerbaijan",4,7,8
"23160","Azerbaijan",8,7,6
"23161","Azerbaijan",10,7,9
"23162","Azerbaijan",6,7,8
"23163","Azerbaijan",7,6,8
"23164","Azerbaijan",8,9,8
"23165","Azerbaijan",8,9,7
"23166","Azerbaijan",4,7,8
"23167","Azerbaijan",9,8,7
"23168","Azerbaijan",7,8,6
"23169","Azerbaijan",6,7,9
"23170","Azerbaijan",6,8,7
"23171","Azerbaijan",8,9,7
"23172","Azerbaijan",10,7,8
"23173","Azerbaijan",8,7,9
"23174","Azerbaijan",10,9,7
"23175","Azerbaijan",8,7,9
"23176","Azerbaijan",8,7,9
"23177","Azerbaijan",8,7,8
"23178","Azerbaijan",2,7,8
"23179","Azerbaijan",8,9,7
"23180","Azerbaijan",9,6,7
"23181","Azerbaijan",5,6,4
"23182","Azerbaijan",5,6,3
"23183","Azerbaijan",7,6,8
"23184","Azerbaijan",5,7,9
"23185","Azerbaijan",7,8,6
"23186","Azerbaijan",5,7,8
"23187","Azerbaijan",3,4,3
"23188","Azerbaijan",2,-1,-1
"23189","Azerbaijan",3,7,-1
"23190","Azerbaijan",6,6,5
"23191","Azerbaijan",5,8,8
"23192","Azerbaijan",7,6,9
"23193","Azerbaijan",3,-1,-1
"23194","Azerbaijan",4,8,8
"23195","Azerbaijan",3,8,5
"23196","Azerbaijan",6,7,8
"23197","Azerbaijan",2,3,4
"23198","Azerbaijan",6,8,7
"23199","Azerbaijan",9,10,8
"23200","Azerbaijan",7,8,9
"23201","Azerbaijan",8,9,7
"23202","Azerbaijan",5,7,6
"23203","Azerbaijan",9,7,8
"23204","Azerbaijan",8,7,8
"23205","Azerbaijan",6,7,-1
"23206","Azerbaijan",7,8,7
"23207","Azerbaijan",10,8,9
"23208","Azerbaijan",8,9,8
"23209","Azerbaijan",6,7,6
"23210","Azerbaijan",9,8,7
"23211","Azerbaijan",4,7,8
"23212","Azerbaijan",5,7,8
"23213","Azerbaijan",7,8,9
"23214","Azerbaijan",5,7,8
"23215","Azerbaijan",8,7,9
"23216","Azerbaijan",9,8,7
"23217","Azerbaijan",4,8,8
"23218","Azerbaijan",7,8,6
"23219","Azerbaijan",-1,-1,-1
"23220","Azerbaijan",5,7,5
"23221","Azerbaijan",6,-1,7
"23222","Azerbaijan",7,7,8
"23223","Azerbaijan",2,7,6
"23224","Azerbaijan",9,10,9
"23225","Azerbaijan",8,3,8
"23226","Azerbaijan",7,8,7
"23227","Azerbaijan",9,8,10
"23228","Azerbaijan",10,8,10
"23229","Azerbaijan",2,8,8
"23230","Azerbaijan",8,9,8
"23231","Azerbaijan",8,7,9
"23232","Azerbaijan",5,6,9
"23233","Azerbaijan",7,8,8
"23234","Azerbaijan",5,7,8
"23235","Azerbaijan",2,3,1
"23236","Azerbaijan",7,8,6
"23237","Azerbaijan",6,8,9
"23238","Azerbaijan",9,7,8
"23239","Azerbaijan",7,8,7
"23240","Azerbaijan",7,9,8
"23241","Azerbaijan",5,6,10
"23242","Azerbaijan",4,6,7
"23243","Azerbaijan",4,7,9
"23244","Azerbaijan",7,8,6
"23245","Azerbaijan",8,9,7
"23246","Azerbaijan",8,7,9
"23247","Azerbaijan",8,9,7
"23248","Azerbaijan",8,9,7
"23249","Azerbaijan",8,7,6
"23250","Azerbaijan",7,9,6
"23251","Azerbaijan",4,8,9
"23252","Azerbaijan",9,8,6
"23253","Azerbaijan",8,7,8
"23254","Azerbaijan",4,-1,8
"23255","Azerbaijan",7,-1,8
"23256","Azerbaijan",10,8,9
"23257","Azerbaijan",2,3,3
"23258","Azerbaijan",8,9,8
"23259","Azerbaijan",7,8,6
"23260","Azerbaijan",6,5,3
"23261","Azerbaijan",6,7,5
"23262","Azerbaijan",6,8,8
"23263","Azerbaijan",5,8,8
"23264","Azerbaijan",8,7,7
"23265","Azerbaijan",3,4,6
"23266","Azerbaijan",6,8,7
"23267","Azerbaijan",10,7,9
